chromosome	prom_start	prom_end	lfc	promoter_ids
4	41713039	41714525	-0.009481549778810106	ENSMUSG00000036114
11	53719803	53721289	-0.0027505793246434093	ENSMUSG00000036117
8	70138601	70140145	-0.15452291661737014	ENSMUSG00000036120
13	74120466	74122010	-0.0027505793246434093	ENSMUSG00000036123
X	50942215	50943701	-0.026692069001761527	ENSMUSG00000036131
12	31072870	31074356	-0.08988553374224599	ENSMUSG00000036136
9	119338685	119343268	0.11839881704052968	ENSMUSG00000036138
15	102975448	102977527	-0.11731557838852702	ENSMUSG00000036139
12	37107549	37109035	-0.00918675998400456	ENSMUSG00000036144
8	70071933	70074776	-0.18938223593599104	ENSMUSG00000036151
1	127204024	127205523	0.01122359587342503	ENSMUSG00000036155
15	93519028	93520514	-0.2361223007790939	ENSMUSG00000036158
15	93595396	93596882	-0.2361223007790939	ENSMUSG00000036158_1
2	26902295	26903870	0.040510544411719966	ENSMUSG00000036160
4	41516446	41517932	-0.0027505793246434093	ENSMUSG00000036162
15	93397359	93399703	-0.19061333231828992	ENSMUSG00000036167
10	93539641	93541127	-0.023008692654781115	ENSMUSG00000036168
10	93549041	93550527	-0.023008692654781115	ENSMUSG00000036168_1
12	36313148	36314634	-0.008703911500207398	ENSMUSG00000036169
16	44942687	44944173	-0.0422376585582453	ENSMUSG00000036172
8	69936031	69937517	-0.19746251107714974	ENSMUSG00000036180
8	69973776	69975262	-0.19746251107714974	ENSMUSG00000036180_1
8	69995738	69997375	-0.19746251107714974	ENSMUSG00000036180_2
13	23737817	23739303	-0.08683966179118803	ENSMUSG00000036181
17	35027164	35029007	-0.2315596332294103	ENSMUSG00000036185
2	26627466	26628989	0.04310266743686875	ENSMUSG00000036186
12	36156123	36157653	-0.014925167951389984	ENSMUSG00000036188
19	19110701	19112187	-0.0007904022534316914	ENSMUSG00000036192
17	28689294	28691224	0.0037272297167509905	ENSMUSG00000036196
15	93274656	93276170	-0.042973611422669984	ENSMUSG00000036197
X	49469459	49471072	-0.0027505793246434093	ENSMUSG00000036198
X	49492908	49494394	-0.0027505793246434093	ENSMUSG00000036198_1
8	69902063	69903549	-0.21761053983557035	ENSMUSG00000036199
2	52071841	52073567	0.0730267810196501	ENSMUSG00000036202
1	89069424	89070948	-0.03906292229606012	ENSMUSG00000036206
16	44723310	44724852	-0.01639219471483	ENSMUSG00000036208
16	44725176	44726662	-0.01639219471483	ENSMUSG00000036208_1
13	23694823	23696309	-0.01597177794638516	ENSMUSG00000036211
17	36957601	36959136	0.21669763041096	ENSMUSG00000036214
11	53422675	53424161	0.0480159744512236	ENSMUSG00000036216
15	92395890	92397376	-0.11289654164172402	ENSMUSG00000036218
15	92596135	92597621	-0.11289654164172402	ENSMUSG00000036218_1
18	74207252	74208809	-0.09950362192321703	ENSMUSG00000036223
18	15061394	15062880	0.06693089835572598	ENSMUSG00000036225
18	15063123	15065089	0.06693089835572598	ENSMUSG00000036225_1
18	15150951	15152437	0.06693089835572598	ENSMUSG00000036225_2
12	35924629	35926115	-0.0027505793246434093	ENSMUSG00000036231
4	41134752	41136238	-0.046963881389439965	ENSMUSG00000036241
14	49782876	49784374	0.019279878844288004	ENSMUSG00000036242
9	58369960	58371446	-0.043293574865984924	ENSMUSG00000036244
8	69807688	69809185	-0.13897017169113698	ENSMUSG00000036246
8	69812274	69814381	-0.13897017169113698	ENSMUSG00000036246_1
2	51934149	51936154	-0.08018635374010785	ENSMUSG00000036249
1	88276670	88278156	-0.00546175629929857	ENSMUSG00000036251
5	77407545	77409032	0.2875854070874614	ENSMUSG00000036256
12	44220379	44221865	-0.07618479293204983	ENSMUSG00000036257
12	44268157	44269662	-0.07618479293204983	ENSMUSG00000036257_1
11	52763643	52765129	-0.016020994596361637	ENSMUSG00000036264
8	105879890	105881572	-0.014771795232289662	ENSMUSG00000036270
15	91672184	91673670	0.11512778680478593	ENSMUSG00000036273
11	52395437	52397141	0.0184304305173999	ENSMUSG00000036275
19	7055819	7057305	-0.06460779619626	ENSMUSG00000036278
2	26380131	26381644	-0.14713314033079006	ENSMUSG00000036281
14	49171235	49173800	-0.2598030510800402	ENSMUSG00000036282
5	77307148	77308634	0.015144665068730134	ENSMUSG00000036285
5	77309564	77311075	0.015144665068730134	ENSMUSG00000036285_1
14	49065106	49067037	-0.25696457708168097	ENSMUSG00000036291
16	44015941	44017427	-0.007463249212281975	ENSMUSG00000036292
16	44062830	44064336	-0.007463249212281975	ENSMUSG00000036292_1
12	41485936	41487422	0.012795463545254328	ENSMUSG00000036295
15	91572699	91574252	-0.00576826990609886	ENSMUSG00000036298
18	75004877	75006395	0.020202802689289975	ENSMUSG00000036299
16	43978555	43980782	0.05760551955601007	ENSMUSG00000036304
15	102634047	102635533	-0.06868536793406023	ENSMUSG00000036305
8	69183710	69185216	-0.07410779686798097	ENSMUSG00000036306
11	52231004	52232684	-0.14647700345887005	ENSMUSG00000036309
17	36957823	36959550	0.05898032156531996	ENSMUSG00000036315
17	34344149	34345635	-0.0027505793246434093	ENSMUSG00000036322
5	76973692	76975216	-0.001913170444459933	ENSMUSG00000036323
2	26237030	26238516	-0.11523528938014982	ENSMUSG00000036327
8	69088714	69090226	-0.256381893164925	ENSMUSG00000036330
12	24973934	24975488	0.002532832294869891	ENSMUSG00000036333
3	59343664	59345385	-0.044792816680899794	ENSMUSG00000036334
14	48445133	48446893	-0.08108180030403095	ENSMUSG00000036339
14	48452071	48453557	-0.08108180030403095	ENSMUSG00000036339_1
2	26021037	26022738	0.04468921729229969	ENSMUSG00000036352
3	59227086	59228572	-0.0027505793246434093	ENSMUSG00000036353
8	68734607	68736137	0.003351238563113	ENSMUSG00000036356
X	57503262	57504748	-0.0027505793246434093	ENSMUSG00000036357
3	59210387	59211873	-0.0027505793246434093	ENSMUSG00000036362
17	79612990	79615557	0.11900149086273715	ENSMUSG00000036368
6	67237185	67238671	0.03990642714362025	ENSMUSG00000036371
6	67265633	67267825	0.03990642714362025	ENSMUSG00000036371_1
6	67270888	67272374	0.03990642714362025	ENSMUSG00000036371_2
19	10203023	10204713	-0.013962949020690285	ENSMUSG00000036372
19	10205042	10206528	-0.013962949020690285	ENSMUSG00000036372_1
13	23423371	23424857	0.07225561637644029	ENSMUSG00000036376
5	76656692	76658825	-0.043402607861697966	ENSMUSG00000036377
5	76857851	76859337	-0.043402607861697966	ENSMUSG00000036377_1
5	76868197	76869683	-0.043402607861697966	ENSMUSG00000036377_2
3	59130267	59131753	0.0156417567154339	ENSMUSG00000036381
6	67036691	67038448	-0.010568182748312838	ENSMUSG00000036390
11	51755716	51758152	0.020725452249010123	ENSMUSG00000036391
11	51763139	51764625	0.020725452249010123	ENSMUSG00000036391_1
9	26805926	26807459	0.12853133046190912	ENSMUSG00000036395
17	36950843	36952732	0.05340092481106984	ENSMUSG00000036398
2	25815353	25816839	-0.0027505793246434093	ENSMUSG00000036401
6	66895406	66897386	-0.061991099879580076	ENSMUSG00000036402
5	76587707	76589196	0.031192602593936188	ENSMUSG00000036403
9	22410522	22412134	0.09732385374275104	ENSMUSG00000036411
18	60910789	60912275	-0.0160044215902549	ENSMUSG00000036412
14	79770709	79772303	-0.047430701675793614	ENSMUSG00000036422
7	34228502	34231327	0.09258058678826052	ENSMUSG00000036427
17	46889693	46891179	0.06140277642333002	ENSMUSG00000036430
3	58691905	58693391	-0.26068413937654	ENSMUSG00000036432
5	76528320	76529853	-0.03818184523696977	ENSMUSG00000036435
8	66696201	66697917	0.0115017547507753	ENSMUSG00000036437
17	87446353	87447926	-0.03262152157886922	ENSMUSG00000036438
8	105854141	105855627	0.025950541344420097	ENSMUSG00000036442
10	97564137	97565623	-0.01764384946373194	ENSMUSG00000036446
2	25652129	25653615	-0.0027505793246434093	ENSMUSG00000036449
19	44561859	44563345	-0.01240171150253988	ENSMUSG00000036450
18	38992154	38993971	0.19676778392960914	ENSMUSG00000036452
7	34127542	34129028	0.07022895486144988	ENSMUSG00000036459
7	34132323	34134259	0.07022895486144988	ENSMUSG00000036459_1
14	79480203	79481689	-0.35318813516304803	ENSMUSG00000036461
14	79514683	79516193	-0.35318813516304803	ENSMUSG00000036461_1
6	65951618	65953104	-0.0027505793246434093	ENSMUSG00000036463
9	64384635	64386181	-0.08502473906413299	ENSMUSG00000036466
9	64545908	64547394	-0.08502473906413299	ENSMUSG00000036466_1
8	65616909	65619020	-0.03974659647126702	ENSMUSG00000036469
17	24204987	24206553	0.15155131878790895	ENSMUSG00000036473
10	96616015	96618049	0.10658696818380986	ENSMUSG00000036478
1	87182322	87183808	-0.0299954202706777	ENSMUSG00000036480
17	36941927	36943550	-0.03554985957620998	ENSMUSG00000036492
10	95939659	95941252	-0.013933777273125949	ENSMUSG00000036499
1	87123982	87125468	-0.1303188491213643	ENSMUSG00000036500
18	34506309	34507822	0.013386437209379931	ENSMUSG00000036501
X	38251906	38253430	0.00029575522656618007	ENSMUSG00000036502
3	57735071	57736615	0.12480539997923	ENSMUSG00000036503
2	25574383	25576215	-0.15777674274245035	ENSMUSG00000036504
8	99415824	99417462	-0.009055454783582141	ENSMUSG00000036510
3	57651213	57652706	0.0387441263335	ENSMUSG00000036513
7	31289517	31291003	-0.0027505793246434093	ENSMUSG00000036521
12	16739633	16741245	-0.09427090621065064	ENSMUSG00000036523
12	16800189	16801877	-0.09427090621065064	ENSMUSG00000036523_1
5	141000087	141001573	-0.14791305667359594	ENSMUSG00000036526
7	107594216	107595780	-0.00979492067807497	ENSMUSG00000036528
15	89314760	89316302	-0.15981796376940993	ENSMUSG00000036529
17	79352512	79353998	0.10407238511790706	ENSMUSG00000036533
17	79354596	79356082	0.10407238511790706	ENSMUSG00000036533_1
8	95853027	95854530	0.030909477090079962	ENSMUSG00000036534
X	37190254	37191740	0.013821746250892051	ENSMUSG00000036537
11	50601093	50602579	-0.06931171185427701	ENSMUSG00000036545
8	95806886	95808455	0.024010058437040186	ENSMUSG00000036550
X	37168347	37169833	-0.0145968708646374	ENSMUSG00000036551
17	15058463	15059949	0.07555157911981912	ENSMUSG00000036552
5	35718743	35720229	0.05128247857552992	ENSMUSG00000036553
5	35721108	35722594	0.05128247857552992	ENSMUSG00000036553_1
5	35728517	35730267	0.05128247857552992	ENSMUSG00000036553_2
5	35739492	35740978	0.05128247857552992	ENSMUSG00000036553_3
5	140701474	140703369	0.0016755706169599982	ENSMUSG00000036555
17	87427140	87428732	0.0112440613399845	ENSMUSG00000036557
7	31058351	31059837	-0.0027505793246434093	ENSMUSG00000036560
15	89210562	89212096	-0.15580307533061788	ENSMUSG00000036561
8	95675989	95678740	-0.05019377344886078	ENSMUSG00000036564
8	95702046	95703565	-0.05019377344886078	ENSMUSG00000036564_1
5	140648502	140650022	-0.1783921534174121	ENSMUSG00000036565
17	46811690	46813176	0.12863772693096998	ENSMUSG00000036568
17	46830918	46833305	0.12863772693096998	ENSMUSG00000036568_1
17	46857987	46859473	0.12863772693096998	ENSMUSG00000036568_2
7	31051698	31054523	-0.0487655852136456	ENSMUSG00000036570
X	37109827	37111313	-0.02662620928392978	ENSMUSG00000036572
1	86425338	86426824	-0.0027505793246434093	ENSMUSG00000036574
7	31050908	31052458	-0.09093342502564716	ENSMUSG00000036578
3	55111117	55113091	0.01786785129880997	ENSMUSG00000036580
18	38928662	38930463	-0.06312367452883551	ENSMUSG00000036585
5	140564576	140566062	-0.08570583310072749	ENSMUSG00000036586
2	25423657	25425143	-0.013424134459663513	ENSMUSG00000036587
2	20967225	20969872	-0.07808204218636018	ENSMUSG00000036591
17	34287328	34288814	-0.04018693413126	ENSMUSG00000036594
5	35525076	35526689	0.0300720220442452	ENSMUSG00000036596
8	95533094	95534580	-0.2162249203519162	ENSMUSG00000036598
5	140504559	140506070	-0.035008483934914965	ENSMUSG00000036599
10	103028132	103031206	0.009247682498057193	ENSMUSG00000036602
15	89180293	89181779	-0.05799296036085999	ENSMUSG00000036606
9	25480556	25483362	0.12448746229537005	ENSMUSG00000036611
12	28750812	28752356	-0.008717429089120099	ENSMUSG00000036613
3	54805271	54806757	0.08504850293684019	ENSMUSG00000036615
3	54806925	54808782	0.08504850293684019	ENSMUSG00000036615_1
2	19908789	19910275	0.09466288749295004	ENSMUSG00000036617
2	20338833	20340319	0.09466288749295004	ENSMUSG00000036617_1
2	20509056	20510542	0.09466288749295004	ENSMUSG00000036617_2
2	20518800	20520323	0.09466288749295004	ENSMUSG00000036617_3
2	20546989	20548517	0.09466288749295004	ENSMUSG00000036617_4
2	20558944	20560430	0.09466288749295004	ENSMUSG00000036617_5
2	20712320	20713806	0.09466288749295004	ENSMUSG00000036617_6
2	20721387	20723120	0.09466288749295004	ENSMUSG00000036617_7
2	20736323	20737809	0.09466288749295004	ENSMUSG00000036617_8
11	50209899	50211385	-0.09538585599256	ENSMUSG00000036620
11	50224344	50225830	-0.09538585599256	ENSMUSG00000036620_1
11	50229749	50231243	-0.09538585599256	ENSMUSG00000036620_2
4	140985882	140987485	-0.0004538051459399561	ENSMUSG00000036622
3	54734548	54736068	-0.0792908375461896	ENSMUSG00000036632
7	30914337	30915823	-0.08720253584531101	ENSMUSG00000036634
17	25132400	25133960	0.12761640452843004	ENSMUSG00000036636
17	25135631	25137117	0.12761640452843004	ENSMUSG00000036636_1
5	140320665	140322151	0.10807044912152984	ENSMUSG00000036639
5	140330869	140332919	0.10807044912152984	ENSMUSG00000036639_1
2	59160039	59161674	-0.009517035186234205	ENSMUSG00000036641
11	50130405	50131897	0.053206307043409895	ENSMUSG00000036644
2	25331347	25333268	-0.003470090199569897	ENSMUSG00000036646
7	106963435	106964921	-0.0027505793246434093	ENSMUSG00000036647
12	28622835	28624321	0.0343616411176707	ENSMUSG00000036655
13	21642023	21643509	-0.0027505793246434093	ENSMUSG00000036658
15	73511569	73513167	-0.2192305471061841	ENSMUSG00000036661
6	42692508	42694078	-0.02062425100094201	ENSMUSG00000036667
6	42709576	42711079	-0.02062425100094201	ENSMUSG00000036667_1
8	105851474	105853045	-0.03988982823081999	ENSMUSG00000036672
10	100486772	100488341	0.03166792257315998	ENSMUSG00000036676
15	102349585	102351762	0.008685076147770143	ENSMUSG00000036678
8	84147370	84148927	-0.13584238899181988	ENSMUSG00000036686
5	139807485	139808971	-0.20763758448974695	ENSMUSG00000036687
5	139812748	139815274	-0.20763758448974695	ENSMUSG00000036687_1
5	34659653	34661139	-0.05198586376649006	ENSMUSG00000036693
15	73184440	73185926	0.08147354411262997	ENSMUSG00000036698
X	36194913	36196481	-0.1044388542773953	ENSMUSG00000036699
1	85792450	85795006	-0.09154500799784017	ENSMUSG00000036707
8	88696037	88697570	0.05029620713901595	ENSMUSG00000036712
5	139732339	139733825	-0.2618524309190049	ENSMUSG00000036718
5	139735841	139737327	-0.2618524309190049	ENSMUSG00000036718_1
13	21361829	21363780	0.014503072713429875	ENSMUSG00000036721
2	25239402	25240979	-0.2687313922179209	ENSMUSG00000036731
2	25241957	25243443	-0.2687313922179209	ENSMUSG00000036731_1
7	30649649	30651308	0.02575439035116966	ENSMUSG00000036733
9	119321827	119323418	-0.04831346060004993	ENSMUSG00000036737
18	14705160	14706698	0.04576245264717005	ENSMUSG00000036743
7	106813138	106814624	-0.0490871068961785	ENSMUSG00000036744
3	146851376	146852862	-0.0978629413752514	ENSMUSG00000036745
19	46338113	46339693	0.09399991247691997	ENSMUSG00000036748
4	144279971	144281457	0.029637828356263107	ENSMUSG00000036749
7	30625619	30627142	-0.023585800414580138	ENSMUSG00000036751
2	25224159	25225693	0.004300902199040113	ENSMUSG00000036752
15	72545845	72547331	0.0157120927218054	ENSMUSG00000036760
10	63381452	63382938	0.20812492043200806	ENSMUSG00000036764
10	63385572	63387066	0.20812492043200806	ENSMUSG00000036764_1
1	84623346	84624832	0.36615082534819104	ENSMUSG00000036766
1	84695524	84697212	0.36615082534819104	ENSMUSG00000036766_1
9	122950055	122951590	0.027285452366820232	ENSMUSG00000036768
X	23692060	23693654	0.1165614371112561	ENSMUSG00000036769
2	25213156	25215628	-0.10133556519108894	ENSMUSG00000036770
17	26088177	26089663	0.10402696795033983	ENSMUSG00000036775
17	26089725	26091328	0.10402696795033983	ENSMUSG00000036775_1
9	22388693	22390179	0.10434773696710996	ENSMUSG00000036777
8	88198222	88199709	0.0016183616300600168	ENSMUSG00000036779
9	66945095	66949058	-0.06390194066730047	ENSMUSG00000036781
X	23364558	23366073	-0.1855858661736101	ENSMUSG00000036782
X	66648327	66649813	-0.01024118235556179	ENSMUSG00000036790
X	66652016	66653502	-0.01024118235556179	ENSMUSG00000036790_1
2	48948517	48950644	-0.0812706464804811	ENSMUSG00000036792
2	49278483	49280118	-0.0812706464804811	ENSMUSG00000036792_1
15	71727343	71728829	0.0033833054339349987	ENSMUSG00000036800
2	25094636	25096140	-0.07001843795305036	ENSMUSG00000036805
8	88117778	88119302	-0.05272043591021003	ENSMUSG00000036810
2	25079313	25080799	-0.0027505793246434093	ENSMUSG00000036813
9	123678287	123679876	-0.021914069199046596	ENSMUSG00000036814
1	124044668	124046550	-0.0027505793246434093	ENSMUSG00000036815
10	63098660	63100859	-0.03805739208176293	ENSMUSG00000036816
5	139199646	139201180	-0.02506257704637993	ENSMUSG00000036817
5	139210950	139212762	-0.02506257704637993	ENSMUSG00000036817_1
11	59449054	59450616	-0.07837744101505106	ENSMUSG00000036819
17	24163169	24164757	0.12842495335884996	ENSMUSG00000036820
4	40269355	40270841	0.030667280012939942	ENSMUSG00000036822
3	146403651	146405473	-0.1118832024692632	ENSMUSG00000036825
7	30564436	30565922	-0.01447174667630624	ENSMUSG00000036826
3	146219972	146221458	-0.049485736156472	ENSMUSG00000036832
2	24975042	24976643	-0.11905460731762095	ENSMUSG00000036833
3	63898878	63900463	-0.13481542309460806	ENSMUSG00000036834
7	30562264	30564618	0.005915243870300069	ENSMUSG00000036835
8	86745439	86746925	-0.18188909819669985	ENSMUSG00000036840
7	30559144	30560829	0.07759997550961972	ENSMUSG00000036845
2	24974494	24976089	0.05504083251564995	ENSMUSG00000036850
3	146116459	146117945	0.017331053640076404	ENSMUSG00000036853
3	146120681	146122167	0.017331053640076404	ENSMUSG00000036853_1
7	30551187	30554380	0.05583124022832908	ENSMUSG00000036854
18	9282314	9283800	-0.01526299614432999	ENSMUSG00000036855
4	137276498	137277984	-0.005265109567253193	ENSMUSG00000036856
17	46763217	46764703	-0.0649946687905844	ENSMUSG00000036858
11	59201495	59203033	0.009212243064290028	ENSMUSG00000036860
7	105787057	105788645	-0.00033315428650528955	ENSMUSG00000036862
3	145986879	145989148	-0.2739929844779572	ENSMUSG00000036863
7	30551772	30553290	0.30263805231640484	ENSMUSG00000036864
9	64016492	64017978	0.10763961343364603	ENSMUSG00000036867
9	64021537	64023050	0.10763961343364603	ENSMUSG00000036867_1
8	86580160	86581646	-0.18121073262036855	ENSMUSG00000036872
3	145937023	145939581	0.06806866530266986	ENSMUSG00000036873
10	62946035	62947605	0.034697361986929735	ENSMUSG00000036875
8	85839968	85841511	-0.3702984625494701	ENSMUSG00000036879
8	85841796	85843546	-0.3702984625494701	ENSMUSG00000036879_1
18	74778206	74779692	-0.06639546768025029	ENSMUSG00000036880
7	30532906	30536051	-0.12097577561040103	ENSMUSG00000036882
3	62337353	62341596	-0.13387045187799493	ENSMUSG00000036885
4	136898308	136899794	-0.01395055415519487	ENSMUSG00000036887
2	44926654	44928648	0.05236369082291992	ENSMUSG00000036890
7	30492631	30494275	-0.0029701302334569912	ENSMUSG00000036892
7	30505780	30507266	-0.0029701302334569912	ENSMUSG00000036892_1
2	24919079	24920605	-0.03577360407367025	ENSMUSG00000036893
3	61360647	61362133	-0.054551688702523804	ENSMUSG00000036894
4	136892570	136894056	-0.0027505793246434093	ENSMUSG00000036896
5	138440477	138442035	-0.04723029994655015	ENSMUSG00000036898
6	41680274	41681760	-0.0215091839524262	ENSMUSG00000036899
8	85700259	85701915	-0.3206712329784309	ENSMUSG00000036902
18	9211172	9212658	-0.08869551227973492	ENSMUSG00000036904
4	136885692	136887178	-0.0027505793246434093	ENSMUSG00000036905
1	120339591	120341077	-0.00277940153620755	ENSMUSG00000036907
19	3934195	3936574	-0.26402121166177783	ENSMUSG00000036908
19	3941449	3942935	-0.26402121166177783	ENSMUSG00000036908_1
9	14740238	14741731	-0.18076584492795786	ENSMUSG00000036912
8	124792101	124793587	-0.1196919820318206	ENSMUSG00000036913
7	30455987	30458681	-0.010049679582786129	ENSMUSG00000036915
X	48593878	48595495	-0.3554272986006801	ENSMUSG00000036916
17	87281895	87283446	-0.16806796957598005	ENSMUSG00000036918
4	136609446	136610932	-0.021939055755744192	ENSMUSG00000036921
10	62725306	62727119	-0.11761445092768995	ENSMUSG00000036923
2	148819090	148820576	-0.0593826627724589	ENSMUSG00000036924
15	103898817	103900303	-0.0027505793246434093	ENSMUSG00000036925
5	138279249	138281051	0.08734661167884994	ENSMUSG00000036928
7	30420741	30423770	-0.06823719492683	ENSMUSG00000036931
X	48512931	48514554	-0.011202075503420115	ENSMUSG00000036932
8	85432319	85433824	-0.15862169360667003	ENSMUSG00000036934
6	41314216	41315702	-0.0185522765991272	ENSMUSG00000036938
4	136601813	136603714	-0.01057396655947973	ENSMUSG00000036940
18	73753984	73755470	0.010477760082706069	ENSMUSG00000036941
9	66919192	66920678	-0.14326279482916593	ENSMUSG00000036943
15	66560608	66562094	-0.0027505793246434093	ENSMUSG00000036944
5	138261699	138265024	0.03152723765985965	ENSMUSG00000036948
2	14387325	14388811	-0.0027505793246434093	ENSMUSG00000036949
3	59924223	59925709	-0.007420214277832098	ENSMUSG00000036951
10	62577899	62579448	0.005352634546640146	ENSMUSG00000036955
7	30362277	30363763	-0.030104441162032036	ENSMUSG00000036957
2	148771002	148772488	-0.0027505793246434093	ENSMUSG00000036958
X	48340367	48342556	-0.08888156741727182	ENSMUSG00000036959
X	48342779	48344265	-0.08888156741727182	ENSMUSG00000036959_1
3	145098609	145100095	-0.0027505793246434093	ENSMUSG00000036960
19	44492481	44493967	-0.005756390845219449	ENSMUSG00000036961
1	119996695	119998225	-0.013320871971467871	ENSMUSG00000036962
11	58953694	58955180	-0.10537454222643487	ENSMUSG00000036964
11	58962811	58964297	-0.10537454222643487	ENSMUSG00000036964_1
15	102135697	102137225	0.03346957411137974	ENSMUSG00000036966
5	138186494	138187980	-0.10315805662360966	ENSMUSG00000036968
9	91361422	91362908	0.025429570390379238	ENSMUSG00000036972
9	91377206	91379137	0.025429570390379238	ENSMUSG00000036972_1
9	91381419	91382905	0.025429570390379238	ENSMUSG00000036972_2
1	119912713	119914199	0.08561736093912109	ENSMUSG00000036975
8	79710829	79712346	-0.07002283971979018	ENSMUSG00000036977
5	138186710	138188442	0.00991500979932991	ENSMUSG00000036980
17	3557239	3558772	0.14992873926533012	ENSMUSG00000036983
X	48207833	48209869	-0.05078388939346978	ENSMUSG00000036985
9	58232890	58234386	0.046901470984430205	ENSMUSG00000036986
9	58249128	58250777	0.046901470984430205	ENSMUSG00000036986_1
7	105632990	105634562	-0.0280700446879798	ENSMUSG00000036989
8	79638627	79640199	-0.18793675610560998	ENSMUSG00000036990
2	148671610	148673121	-0.06667259149143989	ENSMUSG00000036992
4	136205374	136206860	-0.03157917222699902	ENSMUSG00000036995
11	58903730	58905216	-0.073131667547923	ENSMUSG00000037001
15	102099422	102100908	-0.001780397098283093	ENSMUSG00000037003
15	102101237	102104920	-0.001780397098283093	ENSMUSG00000037003_1
15	102105627	102107113	-0.001780397098283093	ENSMUSG00000037003_2
X	48107734	48109424	-0.08500423892313003	ENSMUSG00000037005
5	138155205	138156735	0.0644138249236601	ENSMUSG00000037007
X	48034358	48035844	-0.055657132340596036	ENSMUSG00000037010
10	62327272	62328758	0.03923348365689994	ENSMUSG00000037012
10	62340047	62341533	0.03923348365689994	ENSMUSG00000037012_1
18	14682261	14683905	-0.1180776984493701	ENSMUSG00000037013
2	148394353	148395839	-0.010715572962946021	ENSMUSG00000037014
3	53656860	53658346	-0.043177319760938034	ENSMUSG00000037016
5	138115912	138117536	0.12073436356307	ENSMUSG00000037017
7	30279901	30281410	0.08107345720239012	ENSMUSG00000037020
8	79294185	79295928	0.02209602252825893	ENSMUSG00000037022
2	148044969	148047960	0.0365765342053057	ENSMUSG00000037025
4	101908130	101909616	-0.0765734228928495	ENSMUSG00000037028
7	30169196	30170741	0.06295444256043048	ENSMUSG00000037029
10	62230756	62232242	-0.01903791926711396	ENSMUSG00000037031
7	105580693	105582644	0.07378064278712015	ENSMUSG00000037032
3	144848862	144850348	0.03992177756259925	ENSMUSG00000037033
2	147360934	147362420	-0.006555594725405501	ENSMUSG00000037034
2	147364003	147365489	-0.006555594725405501	ENSMUSG00000037034_1
1	119421753	119423239	-0.06137524194275601	ENSMUSG00000037035
7	105553369	105556186	0.01186469802005985	ENSMUSG00000037049
5	137980529	137982015	-0.0027505793246434093	ENSMUSG00000037053
18	35597626	35600560	-0.024001845283179613	ENSMUSG00000037058
7	105481805	105483291	-0.21245865359139693	ENSMUSG00000037060
3	144719615	144721326	-0.08940167417730982	ENSMUSG00000037062
17	78177452	78178938	-0.0027505793246434093	ENSMUSG00000037064
8	78508384	78509889	-0.17840910218331985	ENSMUSG00000037070
19	44406195	44408870	0.21302749173708024	ENSMUSG00000037071
3	144569313	144571209	-0.07727627152827042	ENSMUSG00000037072
15	58888238	58889724	-0.0015655701388499475	ENSMUSG00000037075
15	58871683	58873169	0.08106005957382095	ENSMUSG00000037085
X	45089913	45091399	-0.0027505793246434093	ENSMUSG00000037086
17	45562883	45565234	-0.04301521760277005	ENSMUSG00000037089
17	56121506	56122992	-0.0027505793246434093	ENSMUSG00000037095
3	78966304	78967790	0.08702363625048992	ENSMUSG00000037096
17	26068740	26070546	0.14908693106970805	ENSMUSG00000037098
8	78389991	78391477	-0.35165333107338004	ENSMUSG00000037101
8	84104267	84105759	-0.09558180049946996	ENSMUSG00000037103
17	87106688	87108353	-0.030241724231877987	ENSMUSG00000037104
15	58637514	58639000	-0.006451906366306811	ENSMUSG00000037106
5	137786807	137788293	0.08515788779607493	ENSMUSG00000037108
2	146511404	146513335	0.01173752901528402	ENSMUSG00000037110
3	51560384	51561870	-0.056166103420969005	ENSMUSG00000037111
9	51008441	51010064	-0.0065631611576160145	ENSMUSG00000037112
15	58414477	58415963	-0.028578532562050233	ENSMUSG00000037119
11	58639474	58640960	0.00199807667092658	ENSMUSG00000037124
19	46313809	46315295	-0.06759797753036698	ENSMUSG00000037126
19	46317096	46319082	-0.06759797753036698	ENSMUSG00000037126_1
19	46326011	46328147	-0.06759797753036698	ENSMUSG00000037126_2
9	45318109	45319595	0.03448188384654696	ENSMUSG00000037129
17	36811180	36812666	-0.01829019676011117	ENSMUSG00000037130
8	77548406	77549949	-0.2508414816992701	ENSMUSG00000037134
1	38626690	38628192	0.0774373949361222	ENSMUSG00000037138
4	135797199	135798685	-0.371990685678456	ENSMUSG00000037139
6	40492538	40494024	-0.01625078697961565	ENSMUSG00000037140
2	145933793	145935311	-0.24177459862684406	ENSMUSG00000037143
2	146044335	146045953	-0.24177459862684406	ENSMUSG00000037143_1
2	146046260	146047746	-0.24177459862684406	ENSMUSG00000037143_2
11	58615580	58617066	-0.0027505793246434093	ENSMUSG00000037145
8	77517288	77518944	-0.17974307295271885	ENSMUSG00000037148
12	13248668	13250204	-0.1024250882601898	ENSMUSG00000037149
10	61474810	61476296	0.0044467587283699705	ENSMUSG00000037151
3	51406986	51409979	0.015547261922299828	ENSMUSG00000037152
4	135727181	135728667	-0.022184474893286392	ENSMUSG00000037157
6	40438097	40439583	-0.0027505793246434093	ENSMUSG00000037159
3	51395993	51397729	0.2724926372593799	ENSMUSG00000037161
7	29288317	29289807	-0.33035418127594385	ENSMUSG00000037166
X	21067415	21068901	-0.0027505793246434093	ENSMUSG00000037167
